id, body, author
529, پایین تنه دلیلی است برای آنکه چرا انسان خود را بآسانی خدا نمی انگارد., اسکار وایلد
530, "اگر دیوهای‌مان را به‌دور افکنیم، باید خودمان را برای وداع با فرشته‌هایمان هم آماده کنیم. سرزندگی ما و ظرفیت گشودن آغوش‌مان بر روی قدرت اِروس، در دیوآسایی نهفته است. ... دیوآسایی را باید هدایت کرد و برایش بستر ساخت، این همان جایی است که خودآگاهی انسان بسیار اهمیت می‌یابد. در ابتدا دیوآسایی را همچون رانشی کور تجربه می‌کنیم. از این جهت غیرشخصی‌ست که از ما ابزاری برای طبیعت می‌سازد. یا مثل خشم به سوی اثبات کور خویشتن می‌راندمان و یا مثل سکس به سوی استیلای گونه انسانی با بارور کردن زن. وقتی خشمگینم، دیگر اهمیتی ندارد که من کیستم یا شما کیستید؛ فقط می‌خواهم بتازم و نابودتان کنم. وقتی مردی در وضعیت تحریک شدید جنسی‌ست فقط می‌خواهد با زن بخوابد بدون توجه به اینکه آن زن کیست. ولی خودآگاهی، دیوآسایی را انسجام می‌بخشد و آن را انسانی می‌کند. هدف روان‌درمانی هم همین است.", فردریش نیچه
531, یک تصویر از هزاران واژه ارزشمندتر است., رولو می
532, "یک انسان می تواند آزاد باشد بدون آن که انسانی بزرگ گردد، اما هیچ انسانی نمی‌تواند بزرگ گردد بی آن که آزاد باشد.", ناپلئون بناپارت
533, درخت آزادی باید هر از گاهی با خون آزادگان و ستمگران سیراب گردد., جبران خلیل جبران
534, "برای شخصی که نمی‌داند به کجا می‌خواهد برود، باد موافق وجود ندارد.", توماس جفرسون
535, "من در اینجا «مسوولیت» را در معنایی خاص به کار می برم؛ همان معنایی که ژان پل سارتر مد نظر داشت، زمانی که مسوول بودن را «بانی و مولف انکار ناپذیر یک رویداد یا شی» معنا کرد. مسوولیت یعنی ایجاد و تالیف. آگاهی از مسوولیت یعنی آگاهی از اینکه خود، سرنوشت، گرفتاری های زندگی، احساسات و در نتیجه رنج هایمان را خود پدید آورده ایم. برای بیماری که چنین مسوولیتی را نپذیرد و همچنان دیگران - دیگر افراد و یا دیگر نیروها - را به خاطر ناراحتی هایش سرزنش کند، درمان حقیقی امکان پذیر نیست.", سنکا
536, "خوشبختی میان خانهٔ شماست، بیهوده آن را در باغ بیگانگان می‌جویید.", اروین دیوید یالوم
537, "وقتی این همه اشتباهات جدید وجود دارد که می‌توان مرتکب شد، چرا باید همان قدیمی‌ها را تکرار کرد.", مارکوس اورلیوس
538, "من همیشه می توانم آزادانه انتخاب کنم، اما باید بدانم که اگر انتخاب نکنم، باز هم انتخابی کرده ام.", برتراند راسل
539, عشق بلایی است که همه خواستارش هستند., ژان پل سارتر
540, دوستی آن نیست که یک‌طرف از شنیدن حقیقت دوری جوید و طرفِ دیگر از دروغ‌گفتن فروگذار نباشد., افلاطون
541, "نباید ایمان به انسانیت را از دست دهید. انسانیت یک اقیانوس است؛ اگر قطرات اندکی از اقیانوس کثیف است، اقیانوس کثیف نمی‌شود.", سیسرو
542, "شکست هائی هست که بیش از پیروزی، ظفربخش است.", حکیم عمر خیام
543, "دانش باید توهم های متافیزیکی، پیشداوری ها و خرافه ها را پشت سر بگذارد، اما مفهوم عقلانیت عنی حقیقت، آزادی و عدالت) را به عنوان سنت از نسلی به نسلی منتقل کند.", میشل دو مونتینی
544, "همه این آدمها وقتشان را سر این می‌گذارند که ما فی الضمیرشان را توضیح دهند، و با خوشحالی تصدیق کنند که آرا و عقایدشان یکی است.", زیگموند فروید
545, "در بین تمامی مردم تنها عقل است که عادلانه تقسیم شده، زیرا همه فکر می کنند به اندازه کافی عاقلند.", برتولت برشت
546, برخی افراد وام زندگی را نمی پذیرند تا زیر بدهی مرگ نروند., رنه دکارت
547, "برخی ادعا می‌کنند که فرگشتکامل)، تنها یک نظریه است، مثل اینکه تنها یک حدس و گمان باشد. نظریه فرگشت، مثل نظریه گرانشاذبه) یک حقیقت علمی است. فرگشت واقعا اتفاق افتاد. پذیرش خویشاوندی ما با تمام حیات موجود در زمین تنها علم محض نیست. به نظر من، تجربه معنوی تعالی بخشی است.", دنیل گلمن
548, "وقتی خسته ایم افکاری که سالها پیش بر آنها غلبه کرده ایم، بار دیگر به ما هجوم می آورند.", نیل دگراس تایسون
549, "آنچه اندازه گرفته می شود، قابل مدیریت می شود.", فردریش نیچه
550, "[نیهیلیست]  کسی است که عقیده دارد، هیچ چیز معنی ندارد و هر کاری مجاز است. اما سارتر عقیده داشت زندگی باید معنایی داشته باشد. ولی خود ماییم که به زندگی معنا می دهیم. وجود داشتن به معنای آفریدن زندگی خود است.", پیتر دراکر
